triplet_id,variant_type,input_hinglish,gemma_translation,reference_en
363,base,meeting ka action item tracker update hua,Meeting action item tracker updated,meeting ka action item tracker update hua
363,topic_fronting,action item tracker update hua meeting ka,action item tracker updated meeting,meeting ka action item tracker update hua
363,emphasis_shift,update hua meeting ka action item tracker,action item tracker for updated meeting,meeting ka action item tracker update hua
364,base,project ka scope creep gradually badh raha,The scope creep of the project gradually became worse.,scope a gradually and project
364,topic_fronting,scope creep gradually badh raha project ka,Scope creep is gradually getting worse on the project,scope a gradually and project
364,emphasis_shift,gradually badh raha project ka scope creep,Gradually the scope creep of the project is increasing.,scope a gradually and project
365,base,deadline ka extension formally approve hua,Deadline extension formally approved,deadline ka extension formally approve hua
365,topic_fronting,extension formally approve hua deadline ka,extension formally approved deadline,deadline ka extension formally approve hua
365,emphasis_shift,formally approve hua deadline ka extension,formally extend the deadline for approval,deadline ka extension formally approve hua
366,base,presentation ka rehearsal confidence build karta,The presentation rehearsal builds confidence.,presentation ka rehearsal confidence build karta
366,topic_fronting,rehearsal confidence build karta presentation ka,Build confidence in rehearsal for presentation,presentation ka rehearsal confidence build karta
366,emphasis_shift,confidence build karta presentation ka rehearsal,build confidence in rehearsal for presentation,presentation ka rehearsal confidence build karta
367,base,feedback ka tone constructive lag raha,The tone of the feedback seems constructive.,feedback ka tone constructive lag raha
367,topic_fronting,tone constructive lag raha feedback ka,It sounds constructive feedback.,feedback ka tone constructive lag raha
367,emphasis_shift,constructive lag raha feedback ka tone,sounds constructive feedback,feedback ka tone constructive lag raha
368,base,work ka documentation up to date nahi,Work documentation is not up to date.,work ka documentation up to date nahi
368,topic_fronting,documentation up to date nahi work ka,Not up to date with documentation,work ka documentation up to date nahi
368,emphasis_shift,up to date nahi work ka documentation,not up to date with documentation,work ka documentation up to date nahi
369,base,code ka readability score improve ho sakta,The code can be read more easily,Readability score of code can improve
369,topic_fronting,readability score improve ho sakta code ka,The code can be improved to increase readability.,Readability score of code can improve
369,emphasis_shift,improve ho sakta code ka readability score,Improve the code's readability score,Readability score of code can improve
370,base,review ka turnaround time acceptable tha,The turnaround time for reviews was acceptable.,review ka turnaround time acceptable tha
370,topic_fronting,turnaround time acceptable tha review ka,Turnaround time was acceptable for the review.,review ka turnaround time acceptable tha
370,emphasis_shift,acceptable tha review ka turnaround time,acceptable was the review turnaround time,review ka turnaround time acceptable tha
371,base,friends ka plan last moment pe cancel hua,The friends cancel the plan at the last moment,friends ka plan last moment pe cancel hua
371,topic_fronting,plan last moment pe cancel hua friends ka,The plan was canceled at the last moment by friends.,friends ka plan last moment pe cancel hua
371,emphasis_shift,cancel hua friends ka plan last moment pe,The cancel the friends plan last minute,friends ka plan last moment pe cancel hua
372,base,group chat ka mood thoda serious lag raha,The mood of the group chat is a little serious,The mood of the group chat seems a bit serious
372,topic_fronting,mood thoda serious lag raha group chat ka,The mood is a little serious in the group chat,The mood of the group chat seems a bit serious
372,emphasis_shift,serious lag raha group chat ka mood thoda,Serious mood of group chat,The mood of the group chat seems a bit serious
373,base,conversation ka pace slow ho gaya,Conversation is moving at a slow pace,Conversation pace slowed down
373,topic_fronting,pace slow ho gaya conversation ka,The pace of the conversation has slowed down.,Conversation pace slowed down
373,emphasis_shift,slow ho gaya conversation ka pace,The pace of the conversation slowed down.,Conversation pace slowed down
374,base,message ka context sabko clear nahi tha,the context of the message was not clear to everyone,The context of the message was not clear to everyone
374,topic_fronting,context sabko clear nahi tha message ka,the context wasn't clear to everyone,The context of the message was not clear to everyone
374,emphasis_shift,clear nahi tha message ka context sabko,Not clear what the context of the message was for everyone,The context of the message was not clear to everyone
375,base,reply ka tone friendly rakhna zaruri hai,Reply with a friendly tone,It is important to keep the tone of reply friendly
375,topic_fronting,tone friendly rakhna zaruri hai reply ka,It is necessary to keep tone friendly in reply.,It is important to keep the tone of reply friendly
375,emphasis_shift,friendly rakhna zaruri hai reply ka tone,It is necessary to be friendly reply tone,It is important to keep the tone of reply friendly
376,base,group ka decision unanimous nahi raha,Group is not unanimous in their decision,The group's decision was not unanimous
376,topic_fronting,decision unanimous nahi raha group ka,The decision was not unanimous.,The group's decision was not unanimous
376,emphasis_shift,unanimous nahi raha group ka decision,Unanimous group decision,The group's decision was not unanimous
377,base,event ka reminder sabko time pe mila,reminder of the event was given to everyone at the time,Everyone got the reminder of the event on time.
377,topic_fronting,reminder sabko time pe mila event ka,reminder to everyone time to do event,Everyone got the reminder of the event on time.
377,emphasis_shift,time pe mila event ka reminder sabko,Time to remind everyone of the event.,Everyone got the reminder of the event on time.
378,base,status update ka wording neutral rakha,Status update wording neutral,Boarding of status updates kept neutral
378,topic_fronting,wording neutral rakha status update ka,Keep wording neutral in status update,Boarding of status updates kept neutral
378,emphasis_shift,neutral rakha status update ka wording,keep the status update neutral,Boarding of status updates kept neutral
379,base,chat ka screenshot accidentally share ho gaya,screenshot of chat accidentally shared,Chat screenshots shared accidentally
379,topic_fronting,screenshot accidentally share ho gaya chat ka,screenshot accidentally share chat,Chat screenshots shared accidentally
379,emphasis_shift,accidentally share ho gaya chat ka screenshot,accidentally share screenshot of chat,Chat screenshots shared accidentally
380,base,group ka admin role rotate karna chahiye,The group admin role should rotate.,Group admin role should be rotated
380,topic_fronting,admin role rotate karna chahiye group ka,The admin role should rotate in the group.,Group admin role should be rotated
380,emphasis_shift,rotate karna chahiye group ka admin role,Rotate admin role of group,Group admin role should be rotated
381,base,bus ka AC kaam nahi kar raha,AC of bus is not working,just one thing is not working
381,topic_fronting,AC kaam nahi kar raha bus ka,AC not working bus,just one thing is not working
381,emphasis_shift,kaam nahi kar raha bus ka AC,not working AC,just one thing is not working
