triplet_id,variant_type,input_hinglish,llama_translation,reference_en
106,topic_fronting,waiting time zyada hai restaurant ka,The waiting time is too long at the restaurant.,Restaurant waiting time is long
106,emphasis_shift,zyada hai restaurant ka waiting time,There is a long waiting time at the restaurant.,Restaurant waiting time is long
107,base,starter ka portion thoda chhota hai,The starter portion is a bit small.,The starter portion is a bit small
107,topic_fronting,portion thoda chhota hai starter ka,The portion of the starter is a bit small.,The starter portion is a bit small
107,emphasis_shift,thoda chhota hai starter ka portion,The portion of the starter is a bit small.,The starter portion is a bit small
108,base,menu ka digital version available hai,The digital version of the menu is available.,Digital version of menu available
108,topic_fronting,digital version available hai menu ka,The digital version is available on the menu.,Digital version of menu available
108,emphasis_shift,available hai menu ka digital version,The digital version of the menu is available.,Digital version of menu available
109,base,dessert ka sugar level kam rakho,Keep the sugar level of the dessert low.,Keep the sugar level of dessert low
109,topic_fronting,sugar level kam rakho dessert ka,Keep your sugar level low after having dessert.,Keep the sugar level of dessert low
109,emphasis_shift,kam rakho dessert ka sugar level,Keep the sugar level of the dessert in check.,Keep the sugar level of dessert low
110,base,online order ka packing loose tha,The packing of the online order was loose.,online order ka packing loose tha
110,topic_fronting,packing loose tha online order ka,Packing is loose in the online order.,online order ka packing loose tha
110,emphasis_shift,loose tha online order ka packing,The online order was loosely packed.,online order ka packing loose tha
111,base,wallet ka zip properly band nahi hua,The zip of my wallet is not closed properly.,Wallet zip lock not closed properly
111,topic_fronting,zip properly band nahi hua wallet ka,The wallet's zip did not close properly.,Wallet zip lock not closed properly
111,emphasis_shift,band nahi hua wallet ka zip properly,The wallet's zip is not closing properly.,Wallet zip lock not closed properly
112,base,online sale ka notification miss ho gaya,I missed the online sale notification.,Missed online sale notification
112,topic_fronting,sale ka notification miss ho gaya online,The sale's notification went to the spam or got missed online.,Missed online sale notification
112,emphasis_shift,miss ho gaya online sale ka notification,I missed the online sale notification.,Missed online sale notification
113,base,payment ka transaction failed dikha raha,The payment transaction has failed to process.,Payment transaction failure is showing
113,topic_fronting,transaction failed dikha raha payment ka,The transaction has failed to show the payment.,Payment transaction failure is showing
113,emphasis_shift,failed dikha raha payment ka transaction,The payment transaction is failing to show.,Payment transaction failure is showing
114,base,meeting ka room number update hua,The meeting room number has been updated.,meeting ka room number update hua
114,topic_fronting,room number update hua meeting ka,The meeting room number has been updated.,meeting ka room number update hua
114,emphasis_shift,update hua meeting ka room number,The meeting room number has been updated.,meeting ka room number update hua
115,base,client ka feedback positive aa raha,The client's feedback is turning out to be positive.,Client feedback is coming positive
115,topic_fronting,feedback positive aa raha client ka,The client's feedback is very positive.,Client feedback is coming positive
115,emphasis_shift,positive aa raha client ka feedback,The client's feedback is very positive.,Client feedback is coming positive
116,base,presentation ka slide order change karo,Change the order of the presentation slides.,presentation ka slide order change karo
116,topic_fronting,slide order change karo presentation ka,Change the order of the slides in the presentation.,presentation ka slide order change karo
116,emphasis_shift,change karo presentation ka slide order,Change the order of the presentation slides.,presentation ka slide order change karo
117,base,office ka printer jam ho gaya,The office printer has jammed.,office printer jammed
117,topic_fronting,printer jam ho gaya office ka,The office printer has jammed.,office printer jammed
117,emphasis_shift,jam ho gaya office ka printer,The office printer has jammed.,office printer jammed
118,base,lecture ka audio clearly sunai nahi de raha,The lecture's audio is not playing clearly.,Audio of lecture is not heard clearly
118,topic_fronting,audio clearly sunai nahi de raha lecture ka,The audio is not playing the lecture clearly.,Audio of lecture is not heard clearly
118,emphasis_shift,sunai nahi de raha lecture ka audio clearly,The professor is not providing a clear audio recording of the lecture.,Audio of lecture is not heard clearly
119,base,assignment ka format properly follow karo,Follow the assignment format properly.,assignment ka format properly follow karo
119,topic_fronting,format properly follow karo assignment ka,Please follow the format properly for the assignment.,assignment ka format properly follow karo
119,emphasis_shift,follow karo assignment ka format properly,Follow the assignment's format properly.,assignment ka format properly follow karo
120,base,exam ka seating arrangement change hua,The seating arrangement for the exam has been changed.,exam and seating arrangement change result
120,topic_fronting,seating arrangement change hua exam ka,The seating arrangement has been changed for the exam.,exam and seating arrangement change result
120,emphasis_shift,change hua exam ka seating arrangement,The seating arrangement for the exam has been changed.,exam and seating arrangement change result
121,base,library ka reading room silent hona chahiye,The library's reading room should be silent.,Library reading rooms should be silent
121,topic_fronting,reading room silent hona chahiye library ka,The library reading room should be silent.,Library reading rooms should be silent
121,emphasis_shift,silent hona chahiye library ka reading room,The reading room in the library should be silent.,Library reading rooms should be silent
122,base,notes ka handwriting samajh nahi aa raha,I am not able to understand the handwriting in these notes.,Can't understand the handwriting of the notes
122,topic_fronting,handwriting samajh nahi aa raha notes ka,I couldn't understand the handwriting of the notes.,Can't understand the handwriting of the notes
122,emphasis_shift,samajh nahi aa raha notes ka handwriting,I'm not understanding the handwriting on the notes.,Can't understand the handwriting of the notes
123,base,online class ka attendance mark hua,The attendance for the online class has been marked.,online class ka attendance mark hua
123,topic_fronting,attendance mark hua online class ka,I received the attendance mark for the online class.,online class ka attendance mark hua
123,emphasis_shift,mark hua online class ka attendance,Marked attendance for the online class.,online class ka attendance mark hua
124,base,teacher ka feedback useful laga,The teacher's feedback was useful.,"You are a teacher, feedback is useful"
124,topic_fronting,feedback useful laga teacher ka,The teacher's feedback was very useful.,"You are a teacher, feedback is useful"
124,emphasis_shift,useful laga teacher ka feedback,It was really useful to get the teacher's feedback.,"You are a teacher, feedback is useful"
125,base,exam ka paper lengthy tha,The exam paper was quite lengthy.,examination
125,topic_fronting,paper lengthy tha exam ka,The exam paper was quite lengthy.,examination
125,emphasis_shift,lengthy tha exam ka paper,The exam paper was quite lengthy.,examination
126,base,hostel ka wifi slow chal raha,The hostel's Wi-Fi is working very slowly.,Hostel wifi is slow
126,topic_fronting,wifi slow chal raha hostel ka,The hostel's Wi-Fi is running very slow.,Hostel wifi is slow
126,emphasis_shift,slow chal raha hostel ka wifi,The hostel's Wi-Fi is running very slow.,Hostel wifi is slow
127,base,canteen ka menu update hua,The canteen menu has been updated.,Canteen menu updated
127,topic_fronting,menu update hua canteen ka,The canteen menu has been updated.,Canteen menu updated
127,emphasis_shift,update hua canteen ka menu,The canteen menu has been updated.,Canteen menu updated
128,base,assignment ka plagiarism check hua,The assignment was checked for plagiarism.,assignment ka plagiarism check hua
128,topic_fronting,plagiarism check hua assignment ka,The assignment has undergone a plagiarism check.,assignment ka plagiarism check hua
128,emphasis_shift,check hua assignment ka plagiarism,The assignment has been checked for plagiarism.,assignment ka plagiarism check hua
129,base,class ka projector kaam nahi kar raha,The classroom projector is not working.,class projector not working
129,topic_fronting,projector kaam nahi kar raha class ka,The projector is not working in the class.,class projector not working
